id_turno,fecha,hora_inicio,hora_fin,tipo_turno
113,2020-09-21,14:00:00,22:00:00,Tarde
114,2020-09-21,22:00:00,06:00:00,Noche
115,2020-09-28,06:00:00,14:00:00,Mañana
116,2020-09-28,14:00:00,22:00:00,Tarde
117,2020-09-28,22:00:00,06:00:00,Noche
118,2020-10-05,06:00:00,14:00:00,Mañana
119,2020-10-05,14:00:00,22:00:00,Tarde
120,2020-10-05,22:00:00,06:00:00,Noche
121,2020-10-12,06:00:00,14:00:00,Mañana
122,2020-10-12,14:00:00,22:00:00,Tarde
123,2020-10-12,22:00:00,06:00:00,Noche
124,2020-10-19,06:00:00,14:00:00,Mañana
125,2020-10-19,14:00:00,22:00:00,Tarde
126,2020-10-19,22:00:00,06:00:00,Noche
127,2020-10-26,06:00:00,14:00:00,Mañana
128,2020-10-26,14:00:00,22:00:00,Tarde
129,2020-10-26,22:00:00,06:00:00,Noche
130,2020-11-02,06:00:00,14:00:00,Mañana
131,2020-11-02,14:00:00,22:00:00,Tarde
132,2020-11-02,22:00:00,06:00:00,Noche
133,2020-11-09,06:00:00,14:00:00,Mañana
134,2020-11-09,14:00:00,22:00:00,Tarde
135,2020-11-09,22:00:00,06:00:00,Noche
136,2020-11-16,06:00:00,14:00:00,Mañana
137,2020-11-16,14:00:00,22:00:00,Tarde
138,2020-11-16,22:00:00,06:00:00,Noche
139,2020-11-23,06:00:00,14:00:00,Mañana
140,2020-11-23,14:00:00,22:00:00,Tarde
141,2020-11-23,22:00:00,06:00:00,Noche
142,2020-11-30,06:00:00,14:00:00,Mañana
143,2020-11-30,14:00:00,22:00:00,Tarde
144,2020-11-30,22:00:00,06:00:00,Noche
145,2020-12-07,06:00:00,14:00:00,Mañana
146,2020-12-07,14:00:00,22:00:00,Tarde
147,2020-12-07,22:00:00,06:00:00,Noche
148,2020-12-14,06:00:00,14:00:00,Mañana
149,2020-12-14,14:00:00,22:00:00,Tarde
150,2020-12-14,22:00:00,06:00:00,Noche
151,2020-12-21,06:00:00,14:00:00,Mañana
152,2020-12-21,14:00:00,22:00:00,Tarde
153,2020-12-21,22:00:00,06:00:00,Noche
154,2020-12-28,06:00:00,14:00:00,Mañana
155,2020-12-28,14:00:00,22:00:00,Tarde
156,2020-12-28,22:00:00,06:00:00,Noche
157,2021-01-04,06:00:00,14:00:00,Mañana
158,2021-01-04,14:00:00,22:00:00,Tarde
159,2021-01-04,22:00:00,06:00:00,Noche
160,2021-01-11,06:00:00,14:00:00,Mañana
161,2021-01-11,14:00:00,22:00:00,Tarde
162,2021-01-11,22:00:00,06:00:00,Noche
163,2021-01-18,06:00:00,14:00:00,Mañana
164,2021-01-18,14:00:00,22:00:00,Tarde
165,2021-01-18,22:00:00,06:00:00,Noche
166,2021-01-25,06:00:00,14:00:00,Mañana
167,2021-01-25,14:00:00,22:00:00,Tarde
168,2021-01-25,22:00:00,06:00:00,Noche
169,2021-02-01,06:00:00,14:00:00,Mañana
170,2021-02-01,14:00:00,22:00:00,Tarde
171,2021-02-01,22:00:00,06:00:00,Noche
172,2021-02-08,06:00:00,14:00:00,Mañana
173,2021-02-08,14:00:00,22:00:00,Tarde
174,2021-02-08,22:00:00,06:00:00,Noche
175,2021-02-15,06:00:00,14:00:00,Mañana
176,2021-02-15,14:00:00,22:00:00,Tarde
177,2021-02-15,22:00:00,06:00:00,Noche
178,2021-02-22,06:00:00,14:00:00,Mañana
179,2021-02-22,14:00:00,22:00:00,Tarde
180,2021-02-22,22:00:00,06:00:00,Noche
181,2021-03-01,06:00:00,14:00:00,Mañana
182,2021-03-01,14:00:00,22:00:00,Tarde
183,2021-03-01,22:00:00,06:00:00,Noche
184,2021-03-08,06:00:00,14:00:00,Mañana
185,2021-03-08,14:00:00,22:00:00,Tarde
186,2021-03-08,22:00:00,06:00:00,Noche
187,2021-03-15,06:00:00,14:00:00,Mañana
188,2021-03-15,14:00:00,22:00:00,Tarde
189,2021-03-15,22:00:00,06:00:00,Noche
190,2021-03-22,06:00:00,14:00:00,Mañana
191,2021-03-22,14:00:00,22:00:00,Tarde
192,2021-03-22,22:00:00,06:00:00,Noche
193,2021-03-29,06:00:00,14:00:00,Mañana
194,2021-03-29,14:00:00,22:00:00,Tarde
195,2021-03-29,22:00:00,06:00:00,Noche
196,2021-04-05,06:00:00,14:00:00,Mañana
197,2021-04-05,14:00:00,22:00:00,Tarde
198,2021-04-05,22:00:00,06:00:00,Noche
199,2021-04-12,06:00:00,14:00:00,Mañana
200,2021-04-12,14:00:00,22:00:00,Tarde
201,2021-04-12,22:00:00,06:00:00,Noche
202,2021-04-19,06:00:00,14:00:00,Mañana
203,2021-04-19,14:00:00,22:00:00,Tarde
204,2021-04-19,22:00:00,06:00:00,Noche
205,2021-04-26,06:00:00,14:00:00,Mañana
206,2021-04-26,14:00:00,22:00:00,Tarde
207,2021-04-26,22:00:00,06:00:00,Noche
208,2021-05-03,06:00:00,14:00:00,Mañana
209,2021-05-03,14:00:00,22:00:00,Tarde
210,2021-05-03,22:00:00,06:00:00,Noche
211,2021-05-10,06:00:00,14:00:00,Mañana
212,2021-05-10,14:00:00,22:00:00,Tarde
213,2021-05-10,22:00:00,06:00:00,Noche
214,2021-05-17,06:00:00,14:00:00,Mañana
215,2021-05-17,14:00:00,22:00:00,Tarde
216,2021-05-17,22:00:00,06:00:00,Noche
217,2021-05-24,06:00:00,14:00:00,Mañana
218,2021-05-24,14:00:00,22:00:00,Tarde
219,2021-05-24,22:00:00,06:00:00,Noche
220,2021-05-31,06:00:00,14:00:00,Mañana
221,2021-05-31,14:00:00,22:00:00,Tarde
222,2021-05-31,22:00:00,06:00:00,Noche
223,2021-06-07,06:00:00,14:00:00,Mañana
224,2021-06-07,14:00:00,22:00:00,Tarde
225,2021-06-07,22:00:00,06:00:00,Noche
226,2021-06-14,06:00:00,14:00:00,Mañana
227,2021-06-14,14:00:00,22:00:00,Tarde
228,2021-06-14,22:00:00,06:00:00,Noche
229,2021-06-21,06:00:00,14:00:00,Mañana
230,2021-06-21,14:00:00,22:00:00,Tarde
231,2021-06-21,22:00:00,06:00:00,Noche
232,2021-06-28,06:00:00,14:00:00,Mañana
233,2021-06-28,14:00:00,22:00:00,Tarde
234,2021-06-28,22:00:00,06:00:00,Noche
235,2021-07-05,06:00:00,14:00:00,Mañana
236,2021-07-05,14:00:00,22:00:00,Tarde
237,2021-07-05,22:00:00,06:00:00,Noche
238,2021-07-12,06:00:00,14:00:00,Mañana
239,2021-07-12,14:00:00,22:00:00,Tarde
240,2021-07-12,22:00:00,06:00:00,Noche
241,2021-07-19,06:00:00,14:00:00,Mañana
242,2021-07-19,14:00:00,22:00:00,Tarde
243,2021-07-19,22:00:00,06:00:00,Noche
244,2021-07-26,06:00:00,14:00:00,Mañana
245,2021-07-26,14:00:00,22:00:00,Tarde
246,2021-07-26,22:00:00,06:00:00,Noche
247,2021-08-02,06:00:00,14:00:00,Mañana
248,2021-08-02,14:00:00,22:00:00,Tarde
249,2021-08-02,22:00:00,06:00:00,Noche
250,2021-08-09,06:00:00,14:00:00,Mañana
251,2021-08-09,14:00:00,22:00:00,Tarde
252,2021-08-09,22:00:00,06:00:00,Noche
253,2021-08-16,06:00:00,14:00:00,Mañana
254,2021-08-16,14:00:00,22:00:00,Tarde
255,2021-08-16,22:00:00,06:00:00,Noche
256,2021-08-23,06:00:00,14:00:00,Mañana
257,2021-08-23,14:00:00,22:00:00,Tarde
258,2021-08-23,22:00:00,06:00:00,Noche
259,2021-08-30,06:00:00,14:00:00,Mañana
260,2021-08-30,14:00:00,22:00:00,Tarde
261,2021-08-30,22:00:00,06:00:00,Noche
262,2021-09-06,06:00:00,14:00:00,Mañana
263,2021-09-06,14:00:00,22:00:00,Tarde
264,2021-09-06,22:00:00,06:00:00,Noche
265,2021-09-13,06:00:00,14:00:00,Mañana
266,2021-09-13,14:00:00,22:00:00,Tarde
267,2021-09-13,22:00:00,06:00:00,Noche
268,2021-09-20,06:00:00,14:00:00,Mañana
269,2021-09-20,14:00:00,22:00:00,Tarde
270,2021-09-20,22:00:00,06:00:00,Noche
271,2021-09-27,06:00:00,14:00:00,Mañana
272,2021-09-27,14:00:00,22:00:00,Tarde
273,2021-09-27,22:00:00,06:00:00,Noche
274,2021-10-04,06:00:00,14:00:00,Mañana
275,2021-10-04,14:00:00,22:00:00,Tarde
276,2021-10-04,22:00:00,06:00:00,Noche
277,2021-10-11,06:00:00,14:00:00,Mañana
278,2021-10-11,14:00:00,22:00:00,Tarde
279,2021-10-11,22:00:00,06:00:00,Noche
280,2021-10-18,06:00:00,14:00:00,Mañana
281,2021-10-18,14:00:00,22:00:00,Tarde
282,2021-10-18,22:00:00,06:00:00,Noche
283,2021-10-25,06:00:00,14:00:00,Mañana
284,2021-10-25,14:00:00,22:00:00,Tarde
285,2021-10-25,22:00:00,06:00:00,Noche
286,2021-11-01,06:00:00,14:00:00,Mañana
287,2021-11-01,14:00:00,22:00:00,Tarde
288,2021-11-01,22:00:00,06:00:00,Noche
289,2021-11-08,06:00:00,14:00:00,Mañana
290,2021-11-08,14:00:00,22:00:00,Tarde
291,2021-11-08,22:00:00,06:00:00,Noche
292,2021-11-15,06:00:00,14:00:00,Mañana
293,2021-11-15,14:00:00,22:00:00,Tarde
294,2021-11-15,22:00:00,06:00:00,Noche
295,2021-11-22,06:00:00,14:00:00,Mañana
296,2021-11-22,14:00:00,22:00:00,Tarde
297,2021-11-22,22:00:00,06:00:00,Noche
298,2021-11-29,06:00:00,14:00:00,Mañana
299,2021-11-29,14:00:00,22:00:00,Tarde
300,2021-11-29,22:00:00,06:00:00,Noche
301,2021-12-06,06:00:00,14:00:00,Mañana
302,2021-12-06,14:00:00,22:00:00,Tarde
303,2021-12-06,22:00:00,06:00:00,Noche
304,2021-12-13,06:00:00,14:00:00,Mañana
305,2021-12-13,14:00:00,22:00:00,Tarde
306,2021-12-13,22:00:00,06:00:00,Noche
307,2021-12-20,06:00:00,14:00:00,Mañana
308,2021-12-20,14:00:00,22:00:00,Tarde
309,2021-12-20,22:00:00,06:00:00,Noche
310,2021-12-27,06:00:00,14:00:00,Mañana
311,2021-12-27,14:00:00,22:00:00,Tarde
312,2021-12-27,22:00:00,06:00:00,Noche
313,2022-01-03,06:00:00,14:00:00,Mañana
314,2022-01-03,14:00:00,22:00:00,Tarde
315,2022-01-03,22:00:00,06:00:00,Noche
316,2022-01-10,06:00:00,14:00:00,Mañana
317,2022-01-10,14:00:00,22:00:00,Tarde
318,2022-01-10,22:00:00,06:00:00,Noche
319,2022-01-17,06:00:00,14:00:00,Mañana
320,2022-01-17,14:00:00,22:00:00,Tarde
321,2022-01-17,22:00:00,06:00:00,Noche
322,2022-01-24,06:00:00,14:00:00,Mañana
323,2022-01-24,14:00:00,22:00:00,Tarde
324,2022-01-24,22:00:00,06:00:00,Noche
325,2022-01-31,06:00:00,14:00:00,Mañana
326,2022-01-31,14:00:00,22:00:00,Tarde
327,2022-01-31,22:00:00,06:00:00,Noche
328,2022-02-07,06:00:00,14:00:00,Mañana
329,2022-02-07,14:00:00,22:00:00,Tarde
330,2022-02-07,22:00:00,06:00:00,Noche
331,2022-02-14,06:00:00,14:00:00,Mañana
332,2022-02-14,14:00:00,22:00:00,Tarde
333,2022-02-14,22:00:00,06:00:00,Noche
334,2022-02-21,06:00:00,14:00:00,Mañana
335,2022-02-21,14:00:00,22:00:00,Tarde
336,2022-02-21,22:00:00,06:00:00,Noche
337,2022-02-28,06:00:00,14:00:00,Mañana
338,2022-02-28,14:00:00,22:00:00,Tarde
339,2022-02-28,22:00:00,06:00:00,Noche
340,2022-03-07,06:00:00,14:00:00,Mañana
341,2022-03-07,14:00:00,22:00:00,Tarde
342,2022-03-07,22:00:00,06:00:00,Noche
343,2022-03-14,06:00:00,14:00:00,Mañana
344,2022-03-14,14:00:00,22:00:00,Tarde
345,2022-03-14,22:00:00,06:00:00,Noche
346,2022-03-21,06:00:00,14:00:00,Mañana
347,2022-03-21,14:00:00,22:00:00,Tarde
348,2022-03-21,22:00:00,06:00:00,Noche
349,2022-03-28,06:00:00,14:00:00,Mañana
350,2022-03-28,14:00:00,22:00:00,Tarde
351,2022-03-28,22:00:00,06:00:00,Noche
352,2022-04-04,06:00:00,14:00:00,Mañana
353,2022-04-04,14:00:00,22:00:00,Tarde
354,2022-04-04,22:00:00,06:00:00,Noche
355,2022-04-11,06:00:00,14:00:00,Mañana
356,2022-04-11,14:00:00,22:00:00,Tarde
357,2022-04-11,22:00:00,06:00:00,Noche
358,2022-04-18,06:00:00,14:00:00,Mañana
359,2022-04-18,14:00:00,22:00:00,Tarde
360,2022-04-18,22:00:00,06:00:00,Noche
361,2022-04-25,06:00:00,14:00:00,Mañana
362,2022-04-25,14:00:00,22:00:00,Tarde
363,2022-04-25,22:00:00,06:00:00,Noche
364,2022-05-02,06:00:00,14:00:00,Mañana
365,2022-05-02,14:00:00,22:00:00,Tarde
366,2022-05-02,22:00:00,06:00:00,Noche
367,2022-05-09,06:00:00,14:00:00,Mañana
368,2022-05-09,14:00:00,22:00:00,Tarde
369,2022-05-09,22:00:00,06:00:00,Noche
370,2022-05-16,06:00:00,14:00:00,Mañana
371,2022-05-16,14:00:00,22:00:00,Tarde
372,2022-05-16,22:00:00,06:00:00,Noche
373,2022-05-23,06:00:00,14:00:00,Mañana
374,2022-05-23,14:00:00,22:00:00,Tarde
375,2022-05-23,22:00:00,06:00:00,Noche
376,2022-05-30,06:00:00,14:00:00,Mañana
377,2022-05-30,14:00:00,22:00:00,Tarde
378,2022-05-30,22:00:00,06:00:00,Noche
379,2022-06-06,06:00:00,14:00:00,Mañana
380,2022-06-06,14:00:00,22:00:00,Tarde
381,2022-06-06,22:00:00,06:00:00,Noche
382,2022-06-13,06:00:00,14:00:00,Mañana
383,2022-06-13,14:00:00,22:00:00,Tarde
384,2022-06-13,22:00:00,06:00:00,Noche
385,2022-06-20,06:00:00,14:00:00,Mañana
386,2022-06-20,14:00:00,22:00:00,Tarde
387,2022-06-20,22:00:00,06:00:00,Noche
388,2022-06-27,06:00:00,14:00:00,Mañana
389,2022-06-27,14:00:00,22:00:00,Tarde
390,2022-06-27,22:00:00,06:00:00,Noche
391,2022-07-04,06:00:00,14:00:00,Mañana
392,2022-07-04,14:00:00,22:00:00,Tarde
393,2022-07-04,22:00:00,06:00:00,Noche
394,2022-07-11,06:00:00,14:00:00,Mañana
395,2022-07-11,14:00:00,22:00:00,Tarde
396,2022-07-11,22:00:00,06:00:00,Noche
397,2022-07-18,06:00:00,14:00:00,Mañana
398,2022-07-18,14:00:00,22:00:00,Tarde
399,2022-07-18,22:00:00,06:00:00,Noche
400,2022-07-25,06:00:00,14:00:00,Mañana
401,2022-07-25,14:00:00,22:00:00,Tarde
402,2022-07-25,22:00:00,06:00:00,Noche
403,2022-08-01,06:00:00,14:00:00,Mañana
404,2022-08-01,14:00:00,22:00:00,Tarde
405,2022-08-01,22:00:00,06:00:00,Noche
406,2022-08-08,06:00:00,14:00:00,Mañana
407,2022-08-08,14:00:00,22:00:00,Tarde
408,2022-08-08,22:00:00,06:00:00,Noche
409,2022-08-15,06:00:00,14:00:00,Mañana
410,2022-08-15,14:00:00,22:00:00,Tarde
411,2022-08-15,22:00:00,06:00:00,Noche
412,2022-08-22,06:00:00,14:00:00,Mañana
413,2022-08-22,14:00:00,22:00:00,Tarde
414,2022-08-22,22:00:00,06:00:00,Noche
415,2022-08-29,06:00:00,14:00:00,Mañana
416,2022-08-29,14:00:00,22:00:00,Tarde
417,2022-08-29,22:00:00,06:00:00,Noche
418,2022-09-05,06:00:00,14:00:00,Mañana
419,2022-09-05,14:00:00,22:00:00,Tarde
420,2022-09-05,22:00:00,06:00:00,Noche
421,2022-09-12,06:00:00,14:00:00,Mañana
422,2022-09-12,14:00:00,22:00:00,Tarde
423,2022-09-12,22:00:00,06:00:00,Noche
424,2022-09-19,06:00:00,14:00:00,Mañana
425,2022-09-19,14:00:00,22:00:00,Tarde
426,2022-09-19,22:00:00,06:00:00,Noche
427,2022-09-26,06:00:00,14:00:00,Mañana
428,2022-09-26,14:00:00,22:00:00,Tarde
429,2022-09-26,22:00:00,06:00:00,Noche
430,2022-10-03,06:00:00,14:00:00,Mañana
431,2022-10-03,14:00:00,22:00:00,Tarde
432,2022-10-03,22:00:00,06:00:00,Noche
433,2022-10-10,06:00:00,14:00:00,Mañana
434,2022-10-10,14:00:00,22:00:00,Tarde
435,2022-10-10,22:00:00,06:00:00,Noche
436,2022-10-17,06:00:00,14:00:00,Mañana
437,2022-10-17,14:00:00,22:00:00,Tarde
438,2022-10-17,22:00:00,06:00:00,Noche
439,2022-10-24,06:00:00,14:00:00,Mañana
440,2022-10-24,14:00:00,22:00:00,Tarde
441,2022-10-24,22:00:00,06:00:00,Noche
442,2022-10-31,06:00:00,14:00:00,Mañana
443,2022-10-31,14:00:00,22:00:00,Tarde
444,2022-10-31,22:00:00,06:00:00,Noche
445,2022-11-07,06:00:00,14:00:00,Mañana
446,2022-11-07,14:00:00,22:00:00,Tarde
447,2022-11-07,22:00:00,06:00:00,Noche
448,2022-11-14,06:00:00,14:00:00,Mañana
449,2022-11-14,14:00:00,22:00:00,Tarde
450,2022-11-14,22:00:00,06:00:00,Noche
451,2022-11-21,06:00:00,14:00:00,Mañana
452,2022-11-21,14:00:00,22:00:00,Tarde
453,2022-11-21,22:00:00,06:00:00,Noche
454,2022-11-28,06:00:00,14:00:00,Mañana
455,2022-11-28,14:00:00,22:00:00,Tarde
456,2022-11-28,22:00:00,06:00:00,Noche
457,2022-12-05,06:00:00,14:00:00,Mañana
458,2022-12-05,14:00:00,22:00:00,Tarde
459,2022-12-05,22:00:00,06:00:00,Noche
460,2022-12-12,06:00:00,14:00:00,Mañana
461,2022-12-12,14:00:00,22:00:00,Tarde
462,2022-12-12,22:00:00,06:00:00,Noche
463,2022-12-19,06:00:00,14:00:00,Mañana
464,2022-12-19,14:00:00,22:00:00,Tarde
465,2022-12-19,22:00:00,06:00:00,Noche
466,2022-12-26,06:00:00,14:00:00,Mañana
467,2022-12-26,14:00:00,22:00:00,Tarde
468,2022-12-26,22:00:00,06:00:00,Noche
469,2023-01-02,06:00:00,14:00:00,Mañana
470,2023-01-02,14:00:00,22:00:00,Tarde
471,2023-01-02,22:00:00,06:00:00,Noche
472,2023-01-09,06:00:00,14:00:00,Mañana
473,2023-01-09,14:00:00,22:00:00,Tarde
474,2023-01-09,22:00:00,06:00:00,Noche
475,2023-01-16,06:00:00,14:00:00,Mañana
476,2023-01-16,14:00:00,22:00:00,Tarde
477,2023-01-16,22:00:00,06:00:00,Noche
478,2023-01-23,06:00:00,14:00:00,Mañana
479,2023-01-23,14:00:00,22:00:00,Tarde
480,2023-01-23,22:00:00,06:00:00,Noche
481,2023-01-30,06:00:00,14:00:00,Mañana
482,2023-01-30,14:00:00,22:00:00,Tarde
483,2023-01-30,22:00:00,06:00:00,Noche
484,2023-02-06,06:00:00,14:00:00,Mañana
485,2023-02-06,14:00:00,22:00:00,Tarde
486,2023-02-06,22:00:00,06:00:00,Noche
487,2023-02-13,06:00:00,14:00:00,Mañana
488,2023-02-13,14:00:00,22:00:00,Tarde
489,2023-02-13,22:00:00,06:00:00,Noche
490,2023-02-20,06:00:00,14:00:00,Mañana
491,2023-02-20,14:00:00,22:00:00,Tarde
492,2023-02-20,22:00:00,06:00:00,Noche
493,2023-02-27,06:00:00,14:00:00,Mañana
494,2023-02-27,14:00:00,22:00:00,Tarde
495,2023-02-27,22:00:00,06:00:00,Noche
496,2023-03-06,06:00:00,14:00:00,Mañana
497,2023-03-06,14:00:00,22:00:00,Tarde
498,2023-03-06,22:00:00,06:00:00,Noche
499,2023-03-13,06:00:00,14:00:00,Mañana
500,2023-03-13,14:00:00,22:00:00,Tarde
501,2023-03-13,22:00:00,06:00:00,Noche
502,2023-03-20,06:00:00,14:00:00,Mañana
503,2023-03-20,14:00:00,22:00:00,Tarde
504,2023-03-20,22:00:00,06:00:00,Noche
505,2023-03-27,06:00:00,14:00:00,Mañana
506,2023-03-27,14:00:00,22:00:00,Tarde
507,2023-03-27,22:00:00,06:00:00,Noche
508,2023-04-03,06:00:00,14:00:00,Mañana
509,2023-04-03,14:00:00,22:00:00,Tarde
510,2023-04-03,22:00:00,06:00:00,Noche
511,2023-04-10,06:00:00,14:00:00,Mañana
512,2023-04-10,14:00:00,22:00:00,Tarde
513,2023-04-10,22:00:00,06:00:00,Noche
514,2023-04-17,06:00:00,14:00:00,Mañana
515,2023-04-17,14:00:00,22:00:00,Tarde
516,2023-04-17,22:00:00,06:00:00,Noche
517,2023-04-24,06:00:00,14:00:00,Mañana
518,2023-04-24,14:00:00,22:00:00,Tarde
519,2023-04-24,22:00:00,06:00:00,Noche
520,2023-05-01,06:00:00,14:00:00,Mañana
521,2023-05-01,14:00:00,22:00:00,Tarde
522,2023-05-01,22:00:00,06:00:00,Noche
523,2023-05-08,06:00:00,14:00:00,Mañana
524,2023-05-08,14:00:00,22:00:00,Tarde
525,2023-05-08,22:00:00,06:00:00,Noche
526,2023-05-15,06:00:00,14:00:00,Mañana
527,2023-05-15,14:00:00,22:00:00,Tarde
528,2023-05-15,22:00:00,06:00:00,Noche
529,2023-05-22,06:00:00,14:00:00,Mañana
530,2023-05-22,14:00:00,22:00:00,Tarde
531,2023-05-22,22:00:00,06:00:00,Noche
532,2023-05-29,06:00:00,14:00:00,Mañana
533,2023-05-29,14:00:00,22:00:00,Tarde
534,2023-05-29,22:00:00,06:00:00,Noche
535,2023-06-05,06:00:00,14:00:00,Mañana
536,2023-06-05,14:00:00,22:00:00,Tarde
537,2023-06-05,22:00:00,06:00:00,Noche
538,2023-06-12,06:00:00,14:00:00,Mañana
539,2023-06-12,14:00:00,22:00:00,Tarde
540,2023-06-12,22:00:00,06:00:00,Noche
541,2023-06-19,06:00:00,14:00:00,Mañana
542,2023-06-19,14:00:00,22:00:00,Tarde
543,2023-06-19,22:00:00,06:00:00,Noche
